"","new.id","tissue","x","y","rename_to","old.id"
"406.1","406.1","SP19-5113",27.9638713199991,6.33271692281468,"","new406.1"
"406.2","406.2","SP19-5113",28.0673738455571,6.32080817184574,"","new406.2"
"407.2","407.2","SP19-5113",27.8104936975671,6.20602382332638,"","new407.2"
"407.1","407.1","SP19-5113",27.805064213479,6.1129397821685,"","new407.1"
"408","408","SP19-5113",27.8116671326538,5.94581334893935,"","new408"
"409","409","SP19-5113",29.028981743996,6.046685114374,"","new409"
"492","492","SP19-5113",28.9172931886376,5.70123613030124,"","new492"
"410","410","SP19-5113",29.1383518741144,7.08358085765333,"","new410"
"412","412","SP19-5113",29.4326098510866,6.86790067380159,"","new412"
"411","411","SP19-5113",29.2555048772329,6.83624584046196,"","new411"
"488","488","SP19-5113",29.0860795922579,6.76577970300974,"","new488"
"413","413","SP19-5113",30.5757492480861,7.25847593884535,"","new413"
"414","414","SP19-5113",30.7429219655318,7.13352223991805,"","new414"
"415","415","SP19-5113",30.8598435445443,7.08512983136738,"","new415"
"486","486","SP19-5113",30.2034367555424,6.3880854895055,"","new486"
"416","416","SP19-5113",30.3799686082056,6.15286749450659,"","new416"
"417","417","SP19-5113",30.2030599277629,6.06440454567254,"","new417"
"418","418","SP19-5113",29.8727545265505,4.93054185535636,"","new418"
"419","419","SP19-5113",31.1247187081035,5.04846642786047,"","new419"
"420","420","SP19-5113",30.9131181858665,4.9102803251119,"","new420"
"421","421","SP19-5113",31.1514164434105,4.82091153950978,"","new421"
"422","422","SP19-5113",32.1842783504685,6.59132876860456,"","new422"
"423","423","SP19-5113",32.6988143835247,6.71133926372216,"","new423"
"424.1","424.1","SP19-5113",32.5659595295546,6.66067784678628,"","new424.1"
"424.2","424.2","SP19-5113",32.5443663495486,6.58841086337493,"","new424.2"
"425","425","SP19-5113",32.779198717442,6.54348723912519,"","new425"
"535","535","SP19-5113",32.4773011602998,6.467497691773,"","new535"
"536","536","SP19-5113",32.7794098635339,6.20453063358928,"","new536"
"458","458","SP19-5113",32.8014289870069,7.20919991957145,"","new458"
"426","426","SP19-5113",32.9820540477744,7.23494639910286,"","new426"
"427.1","427.1","SP19-5113",32.9840708584814,7.06926792046498,"","new427.1"
"427.2","427.2","SP19-5113",33.1252039697261,7.06904677737129,"","new427.2"
"428","428","SP19-5113",33.4885460754258,6.16640169049326,"","new428"
"429","429","SP19-5113",33.6949773703372,6.14536642203127,"","new429"
"430","430","SP19-5113",33.0350837674816,5.17757871175417,"","new430"
"431","431","SP19-5113",33.36012360549,5.12022667613979,"","new431"
"432","432","SP19-5113",33.2679994026857,4.84385654077409,"","new432"
"433","433","SP19-5113",35.1671115123685,6.11073453899747,"","new433"
"434","434","SP19-5113",35.3886691548993,5.78039362239913,"","new434"
"435","435","SP19-5113",35.1986632351104,5.77634967128674,"","new435"
"436","436","SP19-5113",35.083644044776,4.5193661736985,"","new436"
"437","437","SP19-5113",35.0303173055664,4.41025526705449,"","new437"
"438","438","SP19-5113",35.2089665838101,4.36134349807558,"","new438"
"439","439","SP19-5113",35.3916764308235,4.19316563415523,"","new439"
"440","440","SP19-5113",33.9799608672477,3.80615530743071,"","new440"
"550","550","SP19-5113",33.6398249341863,3.60155493179116,"","new550"
"441","441","SP19-5113",35.199985488468,2.85465072000122,"","new441"
"442.1","442.1","SP19-5113",33.5148133294076,2.31072453766156,"","new442.1"
"442.2","442.2","SP19-5113",33.5813527554308,2.1832266907764,"","new442.2"
"443","443","SP19-5113",35.5304239147413,1.62997545974731,"","new443"
"444","444","SP19-5113",35.5174381099847,1.48594302475323,"","new444"
"445","445","SP19-5113",35.297473674543,1.39468891577696,"","new445"
"446","446","SP19-5113",35.5839221554481,1.276143421397,"","new446"
"447","447","SP19-5113",34.5972553215706,1.86057060217755,"","new447"
"448","448","SP19-5113",34.824818788012,1.55859222597335,"","new448"
"449.1","449.1","SP19-5113",36.0947646637481,5.41943045874223,"","new449.1"
"449.2","449.2","SP19-5113",36.0015910418804,5.3128346974632,"","new449.2"
"450","450","SP19-5113",35.8392556723512,4.60613365905872,"","new450"
"451","451","SP19-5113",36.0519720952104,4.52164142894754,"","new451"
"452","452","SP19-5113",35.7181154199947,4.34530043409405,"","new452"
"453","453","SP19-5113",28.5857044487974,1.71107296957564,"","new453"
"454","454","SP19-5113",33.588879875353,7.92458951204476,"","new454"
"455","455","SP19-5113",33.2383622098948,7.90839906379016,"","new455"
"456","456","SP19-5113",33.6613934587478,7.8991953371767,"","new456"
"457","457","SP19-5113",32.9289979420693,7.47951935035687,"","new457"
"459","459","SP19-5113",33.303595496506,6.67440421881049,"","new459"
"460","460","SP19-5113",34.0770936332869,6.50187292101304,"","new460"
"464","464","SP19-5113",31.7636852713306,7.817223300461,"","new464"
"461","461","SP19-5113",32.1928067712504,7.63406475249614,"","new461"
"462","462","SP19-5113",31.8722112769023,7.45923178498705,"","new462"
"463","463","SP19-5113",32.2873151372575,7.41835201476318,"","new463"
"465","465","SP19-5113",31.3878000267968,7.78747179622371,"","new465"
"466","466","SP19-5113",31.6102829172334,7.66784557636762,"","new466"
"467","467","SP19-5113",31.4660966215614,7.52109123317248,"","new467"
"468","468","SP19-5113",31.4709616028493,6.9983175326599,"","new468"
"469.1","469.1","SP19-5113",30.60619511137,7.64335359151887,"","new469.1"
"469.2","469.2","SP19-5113",30.7319404229698,7.60888803459527,"","new469.2"
"470","470","SP19-5113",30.4512143184745,7.49691857664562,"","new470"
"471","471","SP19-5113",30.7802653464,8.2083844562946,"","new471"
"472.1","472.1","SP19-5113",30.5464775768556,8.05108114723299,"","new472.1"
"472.2","472.2","SP19-5113",30.4561548823982,7.95400503902701,"","new472.2"
"473","473","SP19-5113",30.0614652567019,7.93241499275457,"","new473"
"474","474","SP19-5113",29.7745447910102,7.64687413181369,"","new474"
"475","475","SP19-5113",29.9556385001502,7.31250393447159,"","new475"
"476","476","SP19-5113",29.8659516674639,6.97347361436566,"","new476"
"477","477","SP19-5113",30.0665557128752,6.91310445035187,"","new477"
"478","478","SP19-5113",29.5360718777224,7.51456485267952,"","new478"
"479","479","SP19-5113",29.1427027999687,7.39707594917461,"","new479"
"480","480","SP19-5113",28.7146932150103,7.63237823677145,"","new480"
"481","481","SP19-5113",29.005446933884,7.54821484492895,"","new481"
"482","482","SP19-5113",27.9217773684793,7.15903204012738,"","new482"
"483","483","SP19-5113",27.996936570198,6.93784298500353,"","new483"
"484","484","SP19-5113",27.8667031453745,6.73507888986429,"","new484"
"485","485","SP19-5113",30.1217135930201,6.56564251086898,"","new485"
"487","487","SP19-5113",30.1114119451452,5.91758311454983,"","new487"
"406.3","406.3","SP19-5113",28.0282665815422,6.4721595094642,"","new406.3"
"489","489","SP19-5113",28.4914178712083,6.15522967001694,"","new489"
"490","490","SP19-5113",28.647298451212,5.91186430876041,"","new490"
"491","491","SP19-5113",28.4127614712731,5.91081945445944,"","new491"
"493.1","493.1","SP19-5113",28.7720512306939,5.63540204775821,"","new493.1"
"493.2","493.2","SP19-5113",28.6569244022917,5.5910669057247,"","new493.2"
"494.1","494.1","SP19-5113",27.1161805073415,3.99337375142513,"","new494.1"
"494.2","494.2","SP19-5113",26.9332544338976,3.98022457242559,"","new494.2"
"495","495","SP19-5113",27.8646478892076,3.72255507154563,"","new495"
"496","496","SP19-5113",27.4769873558533,3.69056108303273,"","new496"
"497","497","SP19-5113",27.6246067929545,3.51298592849171,"","new497"
"498","498","SP19-5113",28.1588381505333,3.27952951581919,"","new498"
"499","499","SP19-5113",28.0634098430652,3.03306041634975,"","new499"
"500","500","SP19-5113",28.2337985719123,3.04658809191241,"","new500"
"501","501","SP19-5113",27.9110959028787,2.93312398882214,"","new501"
"502","502","SP19-5113",28.7989577323049,4.48900015307262,"","new502"
"503","503","SP19-5113",28.8108630785585,4.28618414191284,"","new503"
"504","504","SP19-5113",28.6886158805255,4.13903517875581,"","new504"
"505","505","SP19-5113",29.1776915599661,5.1087592477583,"","new505"
"507","507","SP19-5113",28.9673327650302,4.74473105726502,"","new507"
"506","506","SP19-5113",29.1484951145744,4.76499263325792,"","new506"
"508","508","SP19-5113",29.3317905742819,4.70424751865759,"","new508"
"509","509","SP19-5113",29.3215272491681,3.76905273026491,"","new509"
"510","510","SP19-5113",29.6803495025461,3.65635041801414,"","new510"
"511","511","SP19-5113",29.4913504890374,3.53640872884214,"","new511"
"512","512","SP19-5113",30.1725197774074,3.85352217230889,"","new512"
"513","513","SP19-5113",30.1740506393313,3.693020784166,"","new513"
"514","514","SP19-5113",30.1878288121388,4.54463078961827,"","new514"
"516","516","SP19-5113",30.3916232101514,4.36956519322526,"","new516"
"515","515","SP19-5113",30.0987326967765,4.39896811895874,"","new515"
"517","517","SP19-5113",30.182222835683,4.29990134175776,"","new517"
"518","518","SP19-5113",29.0181098176818,3.15460564243513,"","new518"
"519","519","SP19-5113",29.0948398446023,2.8102614665435,"","new519"
"520","520","SP19-5113",29.6536676096358,2.8455911991969,"","new520"
"521","521","SP19-5113",28.8697155506329,2.47483220665198,"","new521"
"522","522","SP19-5113",28.7677664480647,2.17608516241655,"","new522"
"523","523","SP19-5113",31.2965048718773,4.50205193421854,"","new523"
"524","524","SP19-5113",31.1904574056607,4.36513072341007,"","new524"
"525","525","SP19-5113",31.8701176332149,4.35238214205787,"","new525"
"526","526","SP19-5113",31.3088982798124,5.18470299284485,"","new526"
"527","527","SP19-5113",31.4239558868043,5.00444249174425,"","new527"
"528.1","528.1","SP19-5113",30.9022157452177,5.56047160519852,"","new528.1"
"528.2","528.2","SP19-5113",30.8728794864041,5.42473203837227,"","new528.2"
"529","529","SP19-5113",30.6959704321022,5.22717522298379,"","new529"
"530","530","SP19-5113",30.9171132900922,6.19870215244114,"","new530"
"531","531","SP19-5113",31.1657551053273,6.0992255905421,"","new531"
"532","532","SP19-5113",30.8645648664329,5.78922041638716,"","new532"
"533","533","SP19-5113",32.1067359167398,5.64300076257887,"","new533"
"534","534","SP19-5113",31.940072740175,5.61932694037245,"","new534"
"537","537","SP19-5113",32.4442253287542,4.91837323062086,"","new537"
"538","538","SP19-5113",32.5232967855373,4.80135094449547,"","new538"
"539","539","SP19-5113",32.3039286106796,4.66575277420081,"","new539"
"540","540","SP19-5113",33.4050967679964,4.97971485950362,"","new540"
"541","541","SP19-5113",33.6977530228663,5.36756571308786,"","new541"
"542","542","SP19-5113",33.843817039059,5.19680328078733,"","new542"
"543","543","SP19-5113",32.9522911885134,4.56177804739079,"","new543"
"544","544","SP19-5113",33.360902779229,4.48850158115094,"","new544"
"545","545","SP19-5113",33.1249122624198,4.36120215585009,"","new545"
"546","546","SP19-5113",31.7477340172973,3.83577261910184,"","new546"
"547","547","SP19-5113",33.0015613379062,4.07023509759522,"","new547"
"548","548","SP19-5113",33.0721944236846,3.76673609761437,"","new548"
"549","549","SP19-5113",33.6470811808654,3.87110350062335,"","new549"
"551","551","SP19-5113",33.3881139674843,3.52462494411419,"","new551"
"552","552","SP19-5113",33.603919900273,2.79343469862846,"","new552"
"553","553","SP19-5113",33.2554766318307,2.83821621969,"","new553"
"554","554","SP19-5113",32.6157523345259,3.02352479461874,"","new554"
"555","555","SP19-5113",32.8099005969738,2.93989856248332,"","new555"
"556","556","SP19-5113",32.5357698641062,2.86093807781866,"","new556"
"557","557","SP19-5113",32.7715109286946,2.80188572894009,"","new557"
"558","558","SP19-5113",32.3647084798238,2.24665315743428,"","new558"
"559","559","SP19-5113",32.3070725706189,2.06390095316527,"","new559"
"560","560","SP19-5113",32.6883953833468,1.98172628854893,"","new560"
"561","561","SP19-5113",32.7951036737753,1.80885650971251,"","new561"
"562","562","SP19-5113",32.6664993379195,1.62697403249825,"","new562"
"563","563","SP19-5113",32.7364169516079,1.26069020008924,"","new563"
"564","564","SP19-5113",32.9720191517994,1.20944165471276,"","new564"
"565","565","SP19-5113",32.8727340039461,1.06033767055648,"","new565"
"566","566","SP19-5113",32.1064077472588,1.47549630121475,"","new566"
"567","567","SP19-5113",31.9028300447648,1.40549517688203,"","new567"
"568","568","SP19-5113",31.8530772743884,1.23246027161247,"","new568"
"569","569","SP19-5113",30.9191936043178,1.51166649449489,"","new569"
"570","570","SP19-5113",30.8454625405515,1.36878223276704,"","new570"
"571","571","SP19-5113",30.594901225163,1.34260638213745,"","new571"
"572","572","SP19-5113",31.9975099320859,0.781986206144155,"","new572"
"573","573","SP19-5113",31.7076352431937,0.71332310359301,"","new573"
"574","574","SP19-5113",32.0600340085869,0.547776808462298,"","new574"
"575","575","SP19-5113",30.4184913141838,0.357351149920154,"","new575"
"576","576","SP19-5113",30.5883340309941,0.365005414846616,"","new576"
"577","577","SP19-5113",30.3565716270777,0.148246972247478,"","new577"
"578","578","SP19-5113",31.6405095560999,2.06266381783221,"","new578"
"579","579","SP19-5113",26.4827684517411,1.92324708743561,"","new579"
"580.1","580.1","SP19-5113",26.4070158929151,1.67273607745638,"","new580.1"
"580.2","580.2","SP19-5113",26.487792417824,1.54988840710629,"","new580.2"
"581.1","581.1","SP19-5113",25.9781920729808,2.40031251283401,"","new581.1"
"581.2","581.2","SP19-5113",26.143944709477,2.38772516472497,"","new581.2"
"582","582","SP19-5113",27.2138434382528,2.62262654723835,"","new582"
"583","583","SP19-5113",27.5213020191422,2.58998516617815,"","new583"
"584","584","SP19-5113",27.5021598907893,2.35512825674021,"","new584"
"585","585","SP19-5113",27.2692723578455,2.23291793312252,"","new585"
"586","586","SP22-5235-B14",13.1931748563764,11.4426872975745,"","new586"
"587","587","SP22-5235-B14",12.9431195664572,11.2732313635593,"","new587"
"588","588","SP22-5235-B14",12.9958908263935,11.2269930772357,"","new588"
"589","589","SP22-5235-B14",4.17006318387503,11.3050792967328,"","new589"
"590","590","SP22-5235-B14",3.15447771674024,11.8657434895574,"","new590"
"591","591","SP22-5235-B14",2.89965792825346,11.6742009470661,"","new591"
"592","592","SP22-5235-B14",2.28233390942757,11.444415111626,"","new592"
"593","593","SP22-5235-B14",2.09060997775106,12.5715246220682,"","new593"
"594","594","SP22-5235-B14",1.29210608126829,12.0382650935309,"","new594"
"595","595","SP22-5235-B14",1.17238152902475,11.7505454154531,"","new595"
"596","596","SP22-5235-B14",1.25242912049442,11.7126917818201,"","new596"
"597","597","SP22-5235-B14",0.618901242122038,13.0978411747525,"","new597"
"598","598","SP22-5235-B14",0.0774647470226984,11.8397503624388,"","new598"
"599","599","SP22-5235-B14",0.286410408785179,11.4660871060789,"","new599"
